date,1. open,2. high,3. low,4. close,5. volume
2023-02-10,173.89,214.0,169.93,196.89,1635581105.0
2023-01-31,118.47,180.68,101.81,173.22,3897499392.0
2022-12-30,197.08,198.92,108.24,123.18,2944247785.0
2022-11-30,234.05,237.3951,166.185,194.7,1885408367.0
2022-10-31,254.5,257.5,198.5863,227.54,1735577735.0
2022-09-30,272.575,313.8,262.47,265.25,1298711227.0
2022-08-31,903.825,944.0,271.81,275.61,734431591.0
2022-07-29,681.0,894.96,648.5001,891.45,581783311.0
2022-06-30,755.16,792.63,626.08,673.42,670825779.0
2022-05-31,860.77,955.5,620.57,758.26,649232242.0
2022-04-29,1081.15,1152.87,821.7,870.76,503896960.0
2022-03-31,869.68,1114.77,756.04,1077.6,575182495.0
2022-02-28,935.21,947.77,700.0,870.43,463455422.0
2022-01-31,1147.75,1208.0,792.01,936.72,638395647.0
2021-12-31,1160.695,1172.8399,886.12,1056.78,510209746.0
2021-11-30,1145.0,1243.49,978.6,1144.76,646639435.0
2021-10-29,778.4,1115.21,763.59,1114.0,528934537.0
2021-09-30,734.08,799.0,708.85,775.48,390215611.0
2021-08-31,700.0,740.39,648.84,735.72,381913604.0
2021-07-30,683.92,700.0,620.46,687.2,447786560.0
2021-06-30,627.8,697.62,571.22,679.7,519623430.0
2021-05-28,703.8,706.0,546.98,625.22,625175872.0
2021-04-30,688.37,780.79,659.42,709.44,678583808.0
2021-03-31,690.11,721.11,539.49,667.93,941564582.0
2021-02-26,814.29,880.5,619.0,675.5,518874413.0
2021-01-29,719.46,900.4,717.1895,793.53,705739179.0
2020-12-31,597.59,718.72,541.21,705.67,1194948499.0
2020-11-30,394.0,607.8,392.3,567.6,781153824.0
2020-10-30,440.76,465.9,379.11,388.04,833908217.0
2020-09-30,502.14,502.49,329.88,429.01,1736952445.0
2020-08-31,1449.2,2318.49,440.11,498.32,403528354.0
2020-07-31,1083.0,1794.99,1080.5,1430.76,378234408.0
2020-06-30,858.0,1087.69,854.1,1079.81,255918459.0
2020-05-29,755.0,843.29,683.04,835.0,272775593.0
2020-04-30,504.0,869.82,446.4,781.88,381562411.0
2020-03-31,711.26,806.98,350.51,524.0,420906139.0
2020-02-28,673.69,968.99,611.52,667.99,473506012.0
2020-01-31,424.5,653.0,421.71,650.57,407621638.0
2019-12-31,329.4,435.31,327.25,418.33,207390450.0
2019-11-29,316.32,361.2,309.26,329.94,157892383.0
2019-10-31,241.5,340.84,224.28,314.92,234866048.0
2019-09-30,224.08,253.5,218.36,240.87,136563111.0
2019-08-30,242.65,244.51,211.0,225.61,134088212.0
2019-07-31,230.21,266.07,222.22,241.61,199371373.0
2019-06-28,185.51,234.74,176.99,223.46,214970558.0
2019-05-31,238.85,258.35,184.1,185.16,282598837.0
2019-04-30,282.62,296.17,231.13,238.69,230757873.0
2019-03-29,306.94,307.13,254.46,279.86,213793753.0
2019-02-28,305.42,324.24,288.77,319.88,128550254.0
2019-01-31,306.1,352.0,279.28,307.02,175660650.0
2018-12-31,360.0,379.49,294.09,332.8,146451183.0
2018-11-30,338.26,366.75,325.0,350.48,133019067.0
2018-10-31,305.77,347.16,247.77,337.32,286360727.0
2018-09-28,296.94,314.96,252.25,264.77,196075479.0
2018-08-31,297.99,387.46,288.2,301.66,277360157.0
2018-07-31,360.07,364.78,286.13,298.14,172357228.0
2018-06-29,285.86,373.73,283.84,342.95,213424960.0
2018-05-31,293.51,312.99,273.42,284.73,155577968.0
2018-04-30,256.26,309.5,244.59,293.9,190345295.0
2018-03-29,345.01,348.67,248.21,266.13,156356878.0
2018-02-28,351.0,359.99,294.76,343.06,106577192.0
2018-01-31,312.0,360.5,305.68,354.31,122930471.0
2017-12-29,305.44,347.44,300.0,311.35,109078772.0
2017-11-30,332.25,332.6089,292.63,308.85,146728325.0
2017-10-31,342.52,363.0,316.66,331.53,121524280.0
2017-09-29,356.12,389.61,335.4,341.1,110620352.0
2017-08-31,323.0,370.0,311.22,355.9,132609393.0
2017-07-31,370.24,371.35,303.13,323.47,180152458.0
2017-06-30,344.0,386.99,334.21,361.61,183792656.0
2017-05-31,314.88,342.89,290.7601,341.01,145440756.0
2017-04-28,286.9,314.8,284.58,314.07,116249563.0
2017-03-31,254.18,282.0,242.781,278.3,107048530.0
2017-02-28,253.05,287.39,242.01,249.99,119540302.0
2017-01-31,214.86,258.46,210.96,251.93,100683220.0
2016-12-30,188.25,223.8,180.0,213.69,87993345.0
2016-11-30,198.04,199.35,178.19,189.4,98886097.0
2016-10-31,212.3,215.6688,192.0,197.73,92133590.0
2016-09-30,209.01,211.0999,193.45,204.03,70644512.0
2016-08-31,235.5,236.63,208.65,212.01,62291339.0
2016-07-29,206.14,235.28,206.0,234.79,74068654.0
2016-06-30,221.48,240.845,187.87,212.28,121687759.0
2016-05-31,241.5,243.19,203.6572,223.23,103313344.0
2016-04-29,244.825,269.34,233.25,240.76,135507264.0
2016-03-31,194.25,239.88,181.5,229.77,102729544.0
2016-02-29,188.76,199.52,141.05,191.93,133705697.0
2016-01-29,230.72,231.38,182.41,191.2,79247152.0
2015-12-31,231.06,243.634,214.87,240.01,59852189.0
2015-11-30,208.92,234.5843,205.8,230.26,78487987.0
2015-10-30,247.51,249.84,202.0,206.93,100854710.0
2015-09-30,240.34,271.57,236.97,248.4,80218666.0
2015-08-31,266.29,271.0,195.0,249.06,113858937.0
2015-07-31,271.11,286.65,250.79,266.15,80060910.0
2015-06-30,251.41,271.41,245.68,268.26,65473162.0
2015-05-29,229.94,252.8677,220.25,250.8,89127783.0
2015-04-30,188.7,238.75,186.05,226.05,98945034.0
2015-03-31,202.7,206.19,181.4,188.77,122990032.0
2015-02-27,203.97,225.48,193.28,203.34,106717638.0
2015-01-30,222.87,223.25,185.0,203.6,90121332.0
2014-12-31,241.16,242.47,192.65,222.41,127100337.0
2014-11-28,243.0,259.99,228.5,244.52,107731050.0
2014-10-31,242.2,265.54,217.32,241.7,152148180.0
2014-09-30,275.5,291.42,240.1249,242.68,132773043.0
2014-08-29,226.09,272.0,226.0,269.7,114710400.0
2014-07-31,242.46,243.44,213.6,223.3,107871700.0
2014-06-30,207.33,244.49,199.251,240.06,123238200.0
2014-05-30,207.08,218.6596,177.22,207.77,134810100.0
2014-04-30,209.02,235.73,184.32,207.89,165207800.0
2014-03-31,237.26,260.0,203.0,208.45,166685600.0
2014-02-28,182.89,265.0,169.36,244.81,225954100.0
2014-01-31,149.8,186.0,136.671,181.41,183932300.0
2013-12-31,126.35,158.0,123.931,150.429,197637900.0
2013-11-29,163.0,181.43,116.1,127.28,308388500.0
2013-10-31,193.96,194.23,153.0,159.94,258454800.0
2013-09-30,173.4,194.5,158.51,193.37,171210600.0
2013-08-30,135.0,173.0,132.36,169.0,259266600.0
2013-07-31,109.36,137.49,104.5,134.28,229528200.0
2013-06-28,97.62,110.25,88.25,107.36,179114700.0
2013-05-31,55.99,114.9,53.0,97.76,331220900.0
2013-04-30,42.36,58.18,40.2105,53.99,81548100.0
2013-03-28,35.0,39.49,34.25,37.89,29655000.0
2013-02-28,38.17,40.0,33.8,34.83,44256000.0
2013-01-31,35.0,38.71,32.11,37.51,28464600.0
2012-12-31,33.89,35.8,32.75,33.87,21714300.0
2012-11-30,28.25,34.29,28.2,33.82,23760900.0
2012-10-31,29.5,30.1,26.86,28.1314,17620900.0
2012-09-28,28.52,32.78,27.295,29.28,33295100.0
2012-08-31,27.99,31.3,25.52,28.52,24482100.0
2012-07-31,31.35,36.0,27.21,27.42,32543400.0
2012-06-29,28.53,34.5,27.11,31.29,26127100.0
2012-05-31,33.13,34.68,26.83,29.5,34185300.0
2012-04-30,37.33,38.4696,31.0,33.13,22752900.0
2012-03-30,33.51,39.95,32.62,37.24,22163500.0
2012-02-29,29.07,34.97,29.0,33.41,23193600.0
2012-01-31,28.94,30.0,22.64,29.07,25609900.0
2011-12-30,32.57,35.0,26.03,28.56,21128500.0
2011-11-30,28.39,35.0,28.0,32.74,25846800.0
2011-10-31,24.95,30.0,22.93,29.37,21662600.0
2011-09-30,24.66,26.99,22.29,24.39,18021500.0
2011-08-31,28.67,29.2,21.5,24.74,27215700.0
2011-07-29,29.07,30.44,26.63,28.17,21102100.0
2011-06-30,30.0,31.5,25.5,29.13,39727300.0
2011-05-31,27.6,30.28,25.52,30.14,30348800.0
2011-04-29,27.45,28.18,24.2,27.6,29894900.0
2011-03-31,24.05,28.71,21.77,27.75,32563300.0
2011-02-28,24.31,25.49,21.11,23.89,29303500.0
2011-01-31,26.84,28.71,22.37,24.1,28420100.0
2010-12-31,35.87,36.42,25.0,26.63,36892900.0
2010-11-30,21.94,36.0,21.05,35.33,28315100.0
2010-10-29,20.69,21.87,20.0,21.84,6547800.0
2010-09-30,19.62,23.16,19.5,20.405,18045900.0
2010-08-31,20.5,22.18,17.39,19.48,15038200.0
2010-07-30,25.0,25.92,14.98,19.94,64575800.0
